image,gender,occasion,full_body,lower_body,upper_body,outerwear,colour_bottom,colour_top,neckline,upper_body_length,lower_body_length,closure_type,sleeve_length,full_body_bbox,upper_body_bbox,lower_body_bbox,age_group,age,cluster,validation_type
office176,male,Office,,pants/trousers,shirt_blouse,,silver,white,collar,hip_length,full_length,button,long,,"[163.04723, 177.2252, 493.12875, 487.19302]","[177.83725, 476.70444, 428.25085, 969.16095]",26-30,27,0,rule_based
prom097,male,Prom,,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,,"[519.5184, 523.0365, 1263.8997, 1478.7172]","[717.2957, 1291.2823, 1173.1023, 2297.785]",16-20,16,0,rule_based
Sports383,male,Sports,,shorts,t_shirt,,black,white,round_neck,hip_length,thigh_length,pullover,short,,"[409.08923, 323.83615, 713.09985, 754.286]","[414.85907, 747.9892, 682.7916, 853.37006]",16-20,18,3,rule_based
Travel360,female,Travel,,skirt,t_shirt,jacket,pink,pink,round_neck,hip_length,full_length,pullover,long,,"[171.6444, 230.18399, 483.96664, 906.52386]","[386.96048, 910.9521, 451.76016, 1047.5297]",16-20,19,2,rule_based
wedding (125),male,Wedding,,pants/trousers,shirt_blouse,blazer,grey,blue,collar,hip_length,full_length,button,long,,"[150.6542, 162.18945, 316.4449, 381.93307]","[177.71184, 322.47174, 292.43277, 587.7656]",26-30,27,0,rule_based
Travel487,female,Travel,dress,,,,,white,round_neck,knee_length,,pullover,sleeveless,"[80.09497, 122.321686, 180.4339, 290.3631]",,,26-30,29,1,random_check
party (13),male,Party,,jeans,t_shirt,jacket,navy,navy,round_neck,hip_length,full_length,pullover,three_quarter,,"[141.27716, 171.7352, 406.53412, 546.27594]","[162.3685, 514.9577, 379.03796, 904.20667]",21-25,22,0,rule_based
Travel58,male,Travel,,shorts,t_shirt,,green,white,v_neck,hip_length,knee_length,pullover,short,,"[194.89459, 134.0359, 308.21014, 285.53732]","[180.41264, 289.76996, 280.21582, 403.4182]",31-40,32,2,rule_based
Sports307,female,Sports,,leggings,tank_top,,yellow,white,round_neck,crop,full_length,pullover,sleeveless,,"[416.1761, 163.35126, 576.531, 321.5474]","[371.0517, 401.23273, 597.00757, 874.12244]",16-20,20,3,random_check
wedding (213),female,Wedding,dress,,,,,white,round_neck,below_knee,,pullover,sleeveless,"[165.2847, 227.94164, 315.6117, 642.61176]",,,26-30,30,1,rule_based
Travel48,male,Travel,,shorts,tank_top,,white,orange,round_neck,hip_length,knee_length,pullover,sleeveless,,"[190.36449, 181.76245, 304.26477, 373.45007]","[187.78134, 360.31992, 306.2912, 479.07513]",26-30,27,0,rule_based
party (195),male,Party,,jeans,t_shirt,coat,black,white,round_neck,hip_length,full_length,pullover,long,,"[63.244926, 68.58986, 195.86542, 185.98247]","[72.93042, 177.76941, 146.73245, 349.59055]",21-25,25,0,random_check
prom260,female,Prom,dress,,,,,blue,off_shoulder,below_knee,,pullover,sleeveless,"[63.600456, 165.35326, 509.90723, 696.67584]",,,16-20,17,1,rule_based
Travel17,female,Travel,,pants/trousers,t_shirt,blazer,black,white,round_neck,hip_length,full_length,pullover,long,,"[110.553825, 87.11691, 319.39645, 340.33734]","[155.70108, 279.61316, 303.832, 584.10706]",16-20,19,2,rule_based
office267,female,Office,,pants/trousers,shirt_blouse,,brown,white,collar,hip_length,full_length,button,long,,"[278.9417, 169.93332, 547.851, 499.3629]","[319.32935, 353.7906, 510.4524, 827.7984]",26-30,29,0,rule_based
Travel179,male,Travel,,shorts,shirt_blouse,,white,blue,collar,hip_length,knee_length,button,short,,"[87.5068, 134.04366, 385.92422, 534.6121]","[101.08141, 471.28287, 333.02655, 687.64136]",31-40,31,0,rule_based
dating (258),female,Dating,,jeans,sweater,,blue,white,round_neck,hip_length,full_length,pullover,long,,"[353.44363, 286.12775, 762.8641, 740.2745]","[350.90594, 839.7982, 491.8342, 1278.9553]",21-25,25,2,rule_based
office010,male,Office,,pants/trousers,shirt_blouse,,grey,purple,collar,hip_length,full_length,button,long,,"[14.370047, 50.49506, 145.65762, 192.42514]","[32.857597, 173.87196, 120.40903, 377.38678]",31-40,38,0,random_check
party (62),male,Party,,jeans,t_shirt,jacket,black,black,turtleneck,hip_length,full_length,pullover,long,,"[252.17833, 182.06999, 539.5176, 498.18985]","[280.48297, 438.50824, 480.8976, 815.90216]",21-25,24,0,rule_based
party (331),female,Party,jump_suit,,,,,black,v_neck,below_knee,,zip,long,"[102.866615, 85.22489, 263.61972, 476.45557]",,,16-20,16,1,rule_based
wedding (50),male,Wedding,,pants/trousers,top_others,,white,multi,collar,thigh_length,full_length,button,long,,"[189.0012, 106.622635, 395.20212, 467.36133]","[207.57367, 357.98044, 353.19965, 507.70615]",16-20,16,0,rule_based
Travel449,male,Travel,,shorts,t_shirt,blazer,white,blue,v_neck,hip_length,knee_length,pullover,long,,"[110.16826, 172.10657, 334.6227, 492.2104]","[120.631584, 407.4416, 299.9561, 580.1842]",26-30,29,0,rule_based
dating (458),male,Dating,,jeans,t_shirt,jacket,blue,brown,collar,hip_length,full_length,zip,long,,"[157.62991, 158.6097, 361.59494, 403.95767]","[193.11221, 365.42703, 339.524, 631.6236]",21-25,21,0,rule_based
party (362),female,Party,,skirt,top_others,,grey,black,v_neck,hip_length,thigh_length,pullover,sleeveless,,"[138.16359, 197.52216, 316.47348, 411.96103]","[101.59028, 365.17545, 298.98508, 648.59125]",26-30,30,1,rule_based
party (116),female,Party,dress,,,,,black,round_neck,thigh_length,,zip,sleeveless,"[80.721344, 51.52995, 220.16296, 238.03362]",,,21-25,23,1,rule_based
prom087,male,Prom,,pants/trousers,shirt_blouse,coat,navy,navy,collar,hip_length,full_length,button,long,,"[126.66439, 130.88007, 335.51135, 391.17584]","[169.09296, 328.19354, 293.72495, 624.3616]",16-20,17,0,rule_based
Travel386,male,Travel,,shorts,tank_top,,black,green,round_neck,hip_length,knee_length,pullover,sleeveless,,"[909.2124, 1120.3859, 1425.9303, 2128.3667]","[921.2246, 2087.874, 1418.9481, 2516.691]",26-30,27,0,rule_based
prom013,male,Prom,,pants/trousers,shirt_blouse,coat,purple,purple,collar,hip_length,full_length,button,long,,"[145.5808, 102.43566, 354.6765, 381.86786]","[187.60477, 318.3362, 331.1643, 660.769]",16-20,20,0,rule_based
office084,male,Office,,pants/trousers,shirt_blouse,,silver,black,collar,hip_length,full_length,pullover,short,,"[255.99069, 260.67294, 930.4506, 806.3372]","[355.71317, 767.26794, 797.6996, 1712.4021]",31-40,40,0,rule_based
dating (40),female,Dating,dress,,,,,blue,v_neck,knee_length,,pullover,short,"[419.73145, 465.83945, 618.7715, 862.77136]",,,31-40,40,1,rule_based
Travel355,female,Travel,,leggings,t_shirt,coat,black,black,round_neck,thigh_length,full_length,pullover,long,,"[504.6078, 463.6272, 704.346, 836.66406]","[513.6425, 490.42056, 787.9296, 960.63464]",21-25,25,3,rule_based
office175,male,Office,,pants/trousers,shirt_blouse,,black,blue,collar,hip_length,full_length,button,long,,"[126.60092, 61.82376, 229.99591, 183.12894]","[133.99724, 153.62906, 213.6328, 344.1457]",26-30,28,0,random_check
party (281),female,Party,dress,,,,,black,round_neck,below_knee,,zip,sleeveless,"[109.77035, 190.85602, 308.17474, 698.66766]",,,21-25,22,1,rule_based
Travel409,female,Travel,,pants/trousers,t_shirt,blazer,white,black,round_neck,hip_length,full_length,pullover,long,,"[105.24875, 126.10905, 372.1555, 473.83658]","[135.94337, 342.9867, 322.60156, 741.0602]",16-20,19,2,rule_based
party (240),female,Party,,skirt,top_others,,white,white,off_shoulder,crop,thigh_length,pullover,sleeveless,,"[281.11362, 247.88548, 513.58435, 468.61542]","[230.22581, 479.11432, 519.92993, 846.00507]",26-30,30,2,rule_based
dating (221),female,Dating,dress,,,,,black,off_shoulder,below_knee,,pullover,short,"[406.45346, 279.94968, 664.1556, 1056.182]",,,31-40,33,1,rule_based
Travel448,male,Travel,,shorts,shirt_blouse,,white,pink,collar,hip_length,knee_length,button,short,,"[145.14539, 135.64911, 308.33817, 384.94855]","[160.48245, 346.69986, 288.8727, 478.43375]",31-40,33,0,rule_based
office014,male,Office,,pants/trousers,shirt_blouse,,brown,blue,collar,hip_length,full_length,button,short,,"[422.44247, 442.801, 850.512, 1047.0331]","[468.35577, 984.0695, 767.2109, 1683.388]",31-40,39,0,rule_based
wedding (293),female,Wedding,,skirt,shirt_blouse,,black,black,round_neck,crop,full_length,pullover,sleeveless,,"[200.89159, 139.23825, 304.26813, 247.12901]","[167.96307, 227.44574, 353.06326, 700.83374]",26-30,28,3,random_check
Sports308,male,Sports,,shorts,t_shirt,,navy,black,round_neck,hip_length,thigh_length,pullover,long,,"[278.85498, 291.57306, 893.5085, 793.1998]","[393.95023, 714.7656, 760.9671, 992.459]",16-20,20,0,rule_based
party (336),female,Party,,pants/trousers,top_others,,black,black,v_neck,hip_length,thigh_length,pullover,sleeveless,,"[225.53595, 427.6155, 517.82916, 1017.43494]","[303.70508, 999.93036, 352.8194, 1022.1172]",26-30,29,1,rule_based
wedding (16),male,Wedding,,pants/trousers,shirt_blouse,,black,white,collar,hip_length,full_length,button,long,,"[160.47528, 164.90778, 321.07727, 336.7898]","[171.83907, 328.76443, 290.1531, 588.806]",26-30,30,0,rule_based
Travel405,male,Travel,,athletic_pants,sweater,,black,black,turtleneck,hip_length,full_length,pullover,long,,"[229.7204, 183.64682, 342.9241, 282.87262]","[244.391, 274.03024, 343.48, 477.62573]",21-25,25,0,rule_based
Sports194,female,Sports,,shorts,t_shirt,,black,green,round_neck,hip_length,extra_short,pullover,short,,"[587.8754, 448.6286, 785.64087, 673.53503]","[606.50195, 648.91046, 767.3018, 732.21936]",16-20,16,3,rule_based
office269,female,Office,dress,,,,,black,round_neck,knee_length,,zip,sleeveless,"[210.1335, 200.26044, 390.59158, 604.04144]",,,26-30,28,1,rule_based
Travel1,male,Travel,,pants/trousers,t_shirt,,brown,white,v_neck,hip_length,full_length,pullover,short,,"[157.82143, 123.210495, 373.6763, 356.21515]","[146.21533, 344.8366, 357.7637, 647.2349]",16-20,19,2,rule_based
office038,male,Office,,pants/trousers,t_shirt,blazer,purple,purple,round_neck,hip_length,full_length,pullover,long,,"[339.42188, 140.4651, 730.9338, 568.02057]","[428.8024, 460.75266, 674.30707, 1002.55347]",31-40,33,0,rule_based
office324,female,Office,,leggings,top_others,,multi,multi,round_neck,crop,full_length,pullover,short,,"[375.00415, 308.31152, 717.0747, 559.3902]","[406.03268, 584.21924, 634.41846, 1223.7211]",31-40,34,2,rule_based
party (240),female,Party,,skirt,top_others,,white,white,off_shoulder,crop,thigh_length,pullover,sleeveless,,"[281.11362, 247.88548, 513.58435, 468.61542]","[230.22581, 479.11432, 519.92993, 846.00507]",26-30,30,2,rule_based
Travel313,female,Travel,,pants/trousers,t_shirt,coat,pink,pink,round_neck,hip_length,full_length,pullover,long,,"[333.96875, 240.27881, 655.07544, 675.5577]","[361.02884, 624.7898, 602.7463, 1044.5917]",16-20,20,2,rule_based
party (57),male,Party,,jeans,t_shirt,jacket,black,black,round_neck,hip_length,full_length,pullover,long,,"[71.68502, 102.123695, 452.2377, 483.39862]","[140.32036, 450.40866, 369.53714, 908.8181]",21-25,22,0,random_check
office046,male,Office,,pants/trousers,shirt_blouse,blazer,white,brown,collar,hip_length,full_length,button,long,,"[171.86131, 130.68321, 392.2528, 451.8348]","[192.21812, 375.68787, 350.22327, 708.7837]",26-30,26,0,rule_based
dating (93),female,Dating,dress,,,,,orange,collar,below_knee,,pullover,short,"[420.4642, 516.0238, 890.90735, 1100.9358]",,,31-40,31,1,rule_based
Sports266,female,Sports,,shorts,top_others,,multi,black,round_neck,crop,extra_short,pullover,sleeveless,,"[402.56976, 300.66623, 614.55347, 555.59814]","[387.8107, 638.49396, 682.8251, 831.8732]",16-20,18,3,rule_based
wedding (331),female,Wedding,,skirt,shirt_blouse,,multi,green,collar,crop,full_length,button,long,,"[58.792507, 85.00857, 308.92548, 247.09596]","[59.121796, 310.51956, 279.3024, 572.0054]",31-40,37,0,random_check
Travel410,male,Travel,,pants/trousers,shirt_blouse,,white,navy,round_neck,hip_length,full_length,button,three_quarter,,"[93.28683, 264.52542, 364.71848, 530.97894]","[136.7327, 524.7351, 329.33688, 957.9402]",16-20,17,0,rule_based
Travel359,female,Travel,dress,,,,,pink,off_shoulder,thigh_length,,pullover,long,"[384.86237, 406.04028, 647.7817, 934.94684]",,,16-20,16,1,rule_based
prom026,male,Prom,,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,,"[274.4006, 598.8702, 1319.8977, 2040.2716]","[475.2612, 1775.8167, 1237.0365, 3015.516]",16-20,19,0,rule_based
party (198),female,Party,dress,,,,,black,v_neck,below_knee,,zip,sleeveless,"[136.01094, 151.56079, 405.81625, 829.8799]",,,21-25,21,1,rule_based
party (127),female,Party,,leggings,top_others,coat,black,black,round_neck,knee_length,full_length,pullover,long,,"[156.06525, 222.32796, 365.91962, 559.90594]","[132.4202, 290.78226, 291.2223, 528.4009]",21-25,25,2,rule_based
wedding (84),male,Wedding,,pants/trousers,shirt_blouse,blazer,brown,blue,collar,hip_length,full_length,button,long,,"[86.488525, 130.0703, 287.1866, 358.51663]","[116.33985, 314.55444, 262.20526, 616.2792]",26-30,27,0,rule_based
office354,female,Office,dress,,,coat,,multi,round_neck,below_knee,,zip,long,"[309.70346, 332.94012, 757.8403, 1077.6971]",,,26-30,28,1,rule_based
Sports324,female,Sports,,leggings,top_others,,pink,pink,round_neck,crop,full_length,pullover,sleeveless,,"[226.9361, 169.5324, 412.45663, 332.9272]","[207.4597, 347.53235, 432.44125, 638.0]",16-20,17,3,random_check
office073,male,Office,,pants/trousers,sweater,,white,blue,collar,hip_length,full_length,pullover,three_quarter,,"[90.63252, 53.842808, 201.17422, 169.81683]","[88.79814, 167.94386, 176.55298, 350.03207]",26-30,28,0,rule_based
dating (99),female,Dating,,jeans,t_shirt,jacket,blue,pink,round_neck,hip_length,calf_length,button,sleeveless,,"[250.37155, 270.3483, 701.7156, 716.47107]","[374.65735, 607.3192, 664.2986, 1088.7465]",21-25,22,3,rule_based
party (23),male,Party,,pants/trousers,shirt_blouse,coat,black,black,round_neck,hip_length,full_length,pullover,long,,"[131.43024, 107.48531, 333.859, 400.48203]","[157.26581, 347.34726, 333.80353, 689.925]",16-20,17,0,rule_based
dating (28),female,Dating,dress,,,coat,,white,round_neck,thigh_length,,pullover,long,"[320.01974, 446.53085, 711.0331, 943.07947]",,,21-25,24,1,rule_based
office182,male,Office,,jeans,shirt_blouse,,navy,pink,collar,hip_length,full_length,button,long,,"[97.90067, 58.9951, 227.84615, 222.88844]","[116.952995, 213.78888, 207.93489, 396.66406]",31-40,36,0,rule_based
office053,male,Office,,pants/trousers,shirt_blouse,,black,purple,collar,hip_length,full_length,button,three_quarter,,"[339.87442, 231.73169, 759.4062, 639.8981]","[410.4109, 644.4308, 661.7192, 1303.5588]",31-40,38,0,random_check
Travel163,male,Travel,,jeans,t_shirt,blazer,navy,grey,round_neck,hip_length,full_length,pullover,long,,"[186.73811, 190.418, 321.42624, 368.59857]","[126.50997, 334.788, 209.80905, 575.0261]",21-25,22,0,rule_based
dating (285),female,Dating,dress,,,,,black,off_shoulder,hip_length,,pullover,sleeveless,"[368.65598, 343.66147, 679.84863, 801.0843]",,,26-30,27,1,rule_based
Travel386,male,Travel,,shorts,tank_top,,black,green,round_neck,hip_length,knee_length,pullover,sleeveless,,"[909.2124, 1120.3859, 1425.9303, 2128.3667]","[921.2246, 2087.874, 1418.9481, 2516.691]",26-30,27,0,rule_based
prom078,male,Prom,,pants/trousers,shirt_blouse,coat,brown,brown,collar,hip_length,full_length,button,long,,"[459.03378, 249.43472, 947.0549, 879.8662]","[538.6085, 681.965, 871.7098, 1476.6107]",16-20,17,0,rule_based
dating (37),female,Dating,dress,,,,,brown,v_neck,thigh_length,,pullover,three_quarter,"[196.99603, 224.75288, 618.8763, 755.39154]",,,21-25,22,1,rule_based
dating (289),female,Dating,dress,,,,,black,off_shoulder,below_knee,,pullover,short,"[441.24905, 565.2763, 622.4965, 1174.0149]",,,31-40,38,1,rule_based
party (96),female,Party,dress,,,jacket,,multi,round_neck,knee_length,,zip,three_quarter,"[65.41186, 55.629097, 206.02026, 192.54364]",,,16-20,17,1,random_check
Sports185,female,Sports,,athletic_pants,sweatshirt_hoodies,,white,white,hooded,crop,full_length,pullover,long,,"[337.80768, 299.5163, 536.52496, 628.3795]","[357.29932, 389.20764, 519.3166, 787.51697]",16-20,20,2,rule_based
office253,female,Office,,skirt,top_others,,multi,white,round_neck,hip_length,thigh_length,pullover,short,,"[226.8843, 289.4836, 755.80365, 830.09546]","[368.30673, 565.31903, 747.5831, 1019.1036]",31-40,37,2,random_check
office206,male,Office,,pants/trousers,shirt_blouse,,grey,white,collar,hip_length,full_length,button,short,,"[165.8622, 128.04947, 326.89767, 375.57114]","[175.57118, 357.0668, 323.5177, 621.16095]",31-40,39,0,rule_based
Travel77,male,Travel,,pants/trousers,shirt_blouse,,black,white,collar,hip_length,full_length,button,long,,"[41.26396, 109.9746, 216.08125, 249.39877]","[60.52573, 202.16649, 254.4491, 422.78015]",16-20,19,0,rule_based
Travel343,male,Travel,,shorts,shirt_blouse,,white,white,collar,hip_length,knee_length,button,three_quarter,,"[187.28583, 339.69315, 512.4161, 860.0248]","[388.20016, 881.0973, 482.07672, 964.1572]",26-30,29,0,rule_based
wedding (139),male,Wedding,,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,,"[101.84538, 68.66491, 285.96198, 301.91467]","[118.707565, 251.51062, 248.39236, 544.0084]",26-30,26,0,rule_based
office277,female,Office,,pants/trousers,top_others,,black,black,round_neck,hip_length,full_length,pullover,three_quarter,,"[231.77687, 155.00465, 468.8538, 340.2843]","[271.09753, 294.2971, 431.1867, 647.7995]",26-30,29,0,rule_based
party (159),male,Party,,jeans,t_shirt,jacket,black,black,turtleneck,hip_length,full_length,pullover,long,,"[103.218735, 111.673996, 330.47577, 393.37082]","[147.09357, 326.31973, 282.02414, 609.35706]",21-25,24,0,rule_based
Travel104,male,Travel,,shorts,shirt_blouse,,brown,blue,collar,hip_length,knee_length,button,three_quarter,,"[75.25841, 89.65276, 327.82803, 376.30316]","[140.23071, 334.86914, 308.11728, 518.5326]",26-30,26,0,rule_based
office373,female,Office,,pants/trousers,top_others,,purple,black,round_neck,hip_length,full_length,button,short,,"[226.1926, 252.95206, 532.57794, 477.18063]","[232.70442, 461.91873, 556.0789, 1104.0]",31-40,39,0,rule_based
wedding (97),male,Wedding,,pants/trousers,t_shirt,blazer,brown,navy,collar,hip_length,full_length,button,long,,"[138.1245, 116.88293, 331.4943, 355.44876]","[182.56525, 327.72766, 324.44, 602.6492]",26-30,30,0,random_check
Travel104,male,Travel,,shorts,shirt_blouse,,brown,blue,collar,hip_length,knee_length,button,three_quarter,,"[75.25841, 89.65276, 327.82803, 376.30316]","[140.23071, 334.86914, 308.11728, 518.5326]",26-30,26,0,rule_based
